"end_station_name","e_station_uid","avg_lat","avg_lng","instances"
"Racine Ave & Randolph St",307,"41.88412890387314","-87.6558011029786","3775"
"Indiana Ave & 26th St",1746,"41.845686999996744","-87.62248100000402","3768"
"Elston Ave & Wabansia Ave",1840,"41.91291899999987","-87.66416899999825","3694"
"Ashland Ave & 13th St",374,"41.86523399999855","-87.6665069999958","3691"
"California Ave & Montrose Ave",415,"41.96106786506575","-87.69543910582284","3664"
"Ogden Ave & Congress Pkwy",281,"41.875010000001765","-87.67327999999512","3653"
"Leavitt St & Lawrence Ave",1829,"41.96888499999813","-87.68400099999529","3592"
"Campbell Ave & Montrose Ave",416,"41.96152399999885","-87.69117700000056","3545"
"Fort Dearborn Dr & 31st St",1752,"41.838555961782916","-87.60821860392142","3540"
"Sheridan Rd & Columbia Ave",1223,"42.00458300000147","-87.66140600000224","3446"
"Winchester Ave & Elston Ave",1654,"41.924090850381326","-87.67646007470127","3446"
"Talman Ave & Addison St",420,"41.94663583059765","-87.69461475799696","3419"
"Clinton St & 18th St",1751,"41.857950155314064","-87.64082631084493","3413"
"Wentworth Ave & 33rd St",390,"41.83452988563028","-87.6318229814044","3382"
"Lake Park Ave & 35th St",1569,"41.83127422197873","-87.60879940678652","3339"
"St. Louis Ave & Fullerton Ave",1628,"41.92481559680974","-87.71449506282805","3317"
"Rockwell St & Eastwood Ave",1630,"41.96590011081686","-87.6936384809579","3281"
"Southport Ave & Clark St",1815,"41.95708100000043","-87.66419899999674","3265"
"Shields Ave & 28th Pl",389,"41.842733063742195","-87.63549097762493","3227"
"Greenview Ave & Jarvis Ave",1009,"42.015962000002055","-87.66857000000194","3223"
"Racine Ave & 15th St",362,"41.86126700000022","-87.6566250000028","3184"
"Ashland Ave & Belle Plaine Ave",338,"41.9560570000015","-87.668834999997","3177"
"Damen Ave & Cullerton St",285,"41.854966766824454","-87.67569964289882","3176"
"Milwaukee Ave & Fullerton Ave",933,"41.924690999999704","-87.70054999999897","3131"
"Damen Ave & Wabansia Ave",481,"41.91228129999953","-87.67732109999787","3074"
"Campbell Ave & Fullerton Ave",428,"41.924632471650966","-87.6893070063006","3059"
"W Armitage Ave & N Sheffield Ave",565,"41.917805000001266","-87.6534490000031","3057"
"Clark St & Schreiber Ave",1664,"41.999266362314","-87.67121548147145","3022"
"Kimball Ave & Belmont Ave",1633,"41.93939389061815","-87.71206875875863","3019"
"Central Park Ave & Elbridge Ave",425,"41.93533728262992","-87.71688929349375","3009"
"Western Ave & Roscoe St",421,"41.943033999999166","-87.68728799999384","3006"
"Halsted St & Archer Ave",1800,"41.84720241629769","-87.64679249961728","3001"
"Laflin St & Cullerton St",363,"41.85491457576703","-87.66355991363525","2990"
"Canal St & Harrison St",367,"41.87425500000091","-87.63957299999677","2986"
"Richmond St & Diversey Ave",426,"41.93190196885858","-87.70119513009712","2968"
"Calumet Ave & 35th St",372,"41.83137974703221","-87.61803403930737","2937"
"Wood St & Webster Ave",1775,"41.92105672907265","-87.67279745905194","2904"
"May St & Cullerton St",368,"41.85513620010318","-87.65412769409787","2900"
"California Ave & Byron St",418,"41.95216219326209","-87.69805111299662","2869"
"California Ave & Fletcher St",423,"41.938428791483204","-87.69800775600014","2865"
"Claremont Ave & Hirsch St",335,"41.90778100000118","-87.68585400000201","2847"
"State St & 19th St",1704,"41.856594031579924","-87.62754192498984","2803"
"Halsted St & 35th St",1812,"41.83066099999997","-87.64717199999768","2786"
"Western Ave & Congress Pkwy",438,"41.874748850791036","-87.68644527569997","2778"
"Avondale Ave & Irving Park Rd",417,"41.9533930000023","-87.73200200000268","2748"
"Halsted St & 21st St",312,"41.85377981072806","-87.6466029882431","2725"
"Washtenaw Ave & Lawrence Ave",1625,"41.96879530527822","-87.69620069620765","2690"
"Damen Ave & Madison St",296,"41.881370000001134","-87.67493000000056","2687"
"Troy St & Elston Ave",419,"41.945243568479796","-87.7066499008982","2622"
"Oakley Ave & Irving Park Rd",1665,"41.954340852189176","-87.68607962430472","2606"
"Leavitt St & Addison St",1657,"41.9466550000026","-87.68335899999586","2594"
"Hoyne Ave & Balmoral Ave",1216,"41.97985099999786","-87.68193200000402","2590"
"Clark St & Columbia Ave",1694,"42.00445062933847","-87.67240240470589","2585"
"Kosciuszko Park",424,"41.930585371378434","-87.72377736350457","2566"
"Greenwood Ave & 47th St",1794,"41.809835000000014","-87.59938299999803","2554"
"Leavitt St/North Ave",1686,"41.910076999999625","-87.68230600000157","2546"
"Kedzie Ave & Leland Ave",1645,"41.96668636205112","-87.70805198059665","2521"
"Chicago Ave & Washington St",1557,"42.0325619999976","-87.6791009999956","2521"
"Avers Ave & Belmont Ave",422,"41.93940799999901","-87.72357400000217","2483"
"Emerald Ave & 28th St",1784,"41.84358068960227","-87.6453684017427","2480"
"Campbell Ave & Augusta Blvd",918,"41.899577999997945","-87.68949700000513","2471"
"University Library (NU)",1145,"42.052939000000784","-87.67344700000113","2460"
"Glenwood Ave & Touhy Ave",1016,"42.01270099999967","-87.66605800000205","2453"
"Monticello Ave & Irving Park Rd",1653,"41.954004838758244","-87.71912817970414","2439"
"Wentworth Ave & 35th St",1570,"41.83077660158788","-87.63250364670294","2438"
"Sheridan Rd & Greenleaf Ave",1666,"42.010586562841816","-87.66241209479804","2389"
"Smith Park",1194,"41.89204799999889","-87.68939700000169","2387"
"Harper Ave & 59th St",1615,"41.78794281286931","-87.58831517020006","2328"
"Lake Park Ave & 47th St",1809,"41.809443000000726","-87.59187500000311","2228"
"Wentworth Ave & 24th St",1806,"41.85008369347425","-87.6321405172348","2212"
"Albany Ave & Montrose Ave",414,"41.96104100000124","-87.70586600000196","2203"
"Hampden Ct & Diversey Ave",560,"41.93255929999981","-87.64238470000194","2172"
"Winchester (Ravenswood) Ave & Balmoral Ave",1659,"41.97976200000159","-87.67752999999631","2161"
"Francisco Ave & Foster Ave",1667,"41.97563272521066","-87.70141943890279","2155"
"Malcolm X College",1175,"41.87761799999897","-87.67389500000397","2149"
"Paulina St & Howard St",1000,"42.019159000001835","-87.67357299999955","2109"
"Wells St & 19th St",1697,"41.85680199999932","-87.63387900000082","2105"
"Central Park Ave & Bloomingdale Ave",474,"41.91416600000011","-87.716755000001","2100"
"Wallace St & 35th St",1813,"41.83070705144173","-87.64125533401966","2074"
"Troy St & North Ave",432,"41.90976930169044","-87.70528048710298","2069"
"Cherry Ave & Blackhawk St",480,"41.90722100000091","-87.65561799999925","2056"
"Lincoln Ave & Winona St",1623,"41.974911296769385","-87.69250255939765","2045"
"Spaulding Ave & Division St",433,"41.902706594380746","-87.70921957099931","1977"
"N Carpenter St & W Lake St",562,"41.88558599999893","-87.6531893000026","1956"
"Ogden Ave & Roosevelt Rd",1634,"41.866501483159524","-87.68469707000217","1929"
"Christiana Ave & Lawrence Ave",413,"41.96835449362858","-87.71183066749968","1901"
"Damen Ave & Lake St",1675,"41.884955601327604","-87.6768222899494","1881"
"Drake Ave & Addison St",1656,"41.94732600000072","-87.71758199999869","1861"
"Western Ave & Lunt Ave",1691,"42.00859439720058","-87.6904922388974","1759"
"Manor Ave & Leland Ave",1646,"41.965875190642265","-87.70082519154629","1748"
"Western Ave & 21st St",286,"41.85410945827593","-87.68583803148083","1726"
"Damen Ave & Walnut (Lake) St",1675,"41.88595099999882","-87.67700900000318","1713"
"Western Ave & Monroe St",437,"41.88103286934438","-87.68650734905124","1686"
"N Paulina St & Lincoln Ave",564,"41.94383799999967","-87.67146899999689","1684"
"Woodlawn Ave & Lake Park Ave",1611,"41.8140926364019","-87.59700512460653","1652"
"Racine Ave & 35th St",391,"41.830688564719765","-87.65621066093445","1540"
"W Oakdale Ave & N Broadway",563,"41.935580999999395","-87.64404199999991","1532"
"Rockwell St & Fletcher St",940,"41.938689000000664","-87.69297200000129","1515"
"Evanston Civic Center",1225,"42.05704400000065","-87.6865539999999","1494"
"Sawyer Ave & Irving Park Rd",1631,"41.95358617894967","-87.70931079989839","1493"
"MLK Jr Dr & Pershing Rd",379,"41.824599999999926","-87.6167799999976","1468"
"N Southport Ave & W Newport Ave",568,"41.94401900000019","-87.66397500000137","1460"
"Normal Ave & Archer Ave",1801,"41.84952699999896","-87.64059100000215","1458"
"Halsted St & North Branch St",1644,"41.89939037859666","-87.64854451010356","1458"
"Central St Metra",1558,"42.06359800000053","-87.69873000000084","1443"
"Eastlake Ter & Howard St",1013,"42.01920250193169","-87.66430288553238","1384"
"Clinton St & Polk St",401,"41.87146682910115","-87.64094903722976","1381"
"Drake Ave & Montrose Ave",1632,"41.961154075689116","-87.7165690732983","1368"
"Loomis St & Archer Ave",1596,"41.841632539648664","-87.65743495330082","1363"
"Elston Ave & George St",957,"41.93400300000042","-87.69082299999825","1357"
"South Shore Dr & 67th St",1589,"41.77364300000041","-87.56751399999821","1312"
"Racine Ave & 13th St",315,"41.86505400000114","-87.65695899999993","1304"
"63rd St Beach",394,"41.78091096424764","-87.57632374763489","1301"
"Clark St & Jarvis Ave",1003,"42.01596299999966","-87.67500499999818","1300"
"Bernard St & Elston Ave",473,"41.94992299014279","-87.71394898599047","1285"
"Keystone Ave & Montrose Ave",1670,"41.96110801622908","-87.72897010120151","1262"
"Dorchester Ave & 63rd St",1601,"41.780405645700675","-87.5914159893","1248"
"Museum of Science and Industry",1619,"41.79172820952976","-87.5839450089993","1242"
"Keystone Ave & Fullerton Ave",446,"41.92458996144518","-87.72785386645047","1233"
"Warren Park West",1688,"42.00178500000034","-87.68882900000176","1227"
"Dorchester Ave & 49th St",1614,"41.805771999999735","-87.59246400000096","1219"
"South Shore Dr & 71st St",1567,"41.76640945670063","-87.56568757189964","1216"
"Cottage Grove Ave & 63rd St",1607,"41.78053094070985","-87.6059702038765","1201"
"Prairie Ave & Garfield Blvd",1788,"41.79485299999966","-87.61869100000037","1191"
"McCormick Blvd & Devon Ave",655,"41.99713600000004","-87.71121700000002","1152"
"Western Ave & Berteau Ave",942,"41.9577399999999","-87.68827300000221","1147"
"Knox Ave & Montrose Ave",1124,"41.96063100000112","-87.74535899999792","1139"
"Ashland Ave & Archer Ave",388,"41.839208275236786","-87.66560986508497","1135"
"Western Ave & Howard St",1019,"42.01890100000068","-87.69004800000036","1128"
"Cottage Grove Ave & 47th St",1852,"41.809856736584244","-87.6067547175401","1115"
"Western Ave & Granville Ave",1648,"41.994161369019544","-87.68943828200162","1102"
"Cottage Grove Ave & Oakwood Blvd",1811,"41.8229849999994","-87.60709999999868","1077"
"Cottage Grove Ave & 51st St",1860,"41.80303799999929","-87.60661499999898","1061"
"Central St & Girard Ave",1559,"42.06431299999995","-87.68615200000009","1023"
"Francisco Ave & Chicago Ave",919,"41.89574500000091","-87.69865299999955","1023"
"Western Ave & Grace St",936,"41.950390000000354","-87.68823400000078","1020"
"State St & 29th St",324,"41.84170844066565","-87.62693801360825","1016"
"Clark St & Touhy Ave",1693,"42.012560115409634","-87.67436711520165","1002"
"Kedzie Ave & Foster Ave",1647,"41.975672000000344","-87.70926100000047","1000"
"St. Louis Ave & Balmoral Ave",1668,"41.98039423474986","-87.7161149614992","990"
"Monticello Ave & Lawrence Ave",659,"41.968203999999815","-87.71954700000053","987"
"Valli Produce - Evanston Plaza",1136,"42.03974200000048","-87.69941299999996","978"
"Clark St & Randolph St",1720,"41.88457622799982","-87.63188991000038","970"
"Cottage Grove Ave & 43rd St",1805,"41.81650119694347","-87.60658539284695","941"
"California Ave & Granville Ave",656,"41.994188770846826","-87.6993931480171","933"
"Troy St & Grace St",935,"41.95024399999973","-87.70648899999904","913"
"Dodge Ave & Church St",1138,"42.048308000000254","-87.69822400000068","909"
"Ridge Blvd & Touhy Ave",1692,"42.01213227742054","-87.68291264429976","908"
"Damen Ave/Coulter St",1684,"41.84920000000003","-87.67564000000095","897"
"Kedzie Ave & George St",941,"41.933885999999625","-87.70726200000134","881"
"Ridge Blvd & Howard St",998,"42.019275999999785","-87.68452000000069","878"
"N Shore Channel Trail & Argyle St",947,"41.97217699999976","-87.70274899999863","877"
"N Damen Ave & W Chicago Ave",566,"41.895809000000604","-87.67851900000004","871"
"Leavitt St & Archer Ave",1613,"41.828792019939655","-87.68060445939894","869"
"Kilbourn Ave & Irving Park Rd",1121,"41.95373300000007","-87.74056900000062","830"
"Kedzie Ave & Bryn Mawr Ave",1671,"41.98222975911563","-87.70888656377792","821"
"Lincoln Ave & Peterson Ave",645,"41.99026700000036","-87.7085700000011","820"
"Kedzie Ave & Chicago Ave",1642,"41.89546530304953","-87.70612788369992","819"
"Warren Park East",1689,"42.00454962193975","-87.68066614509875","818"
"Sacramento Blvd & Addison St",937,"41.946090000000446","-87.70298799999912","815"
"Bosworth Ave & Howard St",447,"42.019537000000106","-87.6695630000015","813"
"Elmwood Ave & Austin St",1135,"42.02578400000053","-87.68410700000027","812"
"Milwaukee Ave & Cuyler Ave",469,"41.95446799999997","-87.74959400000024","808"
"Karlov Ave & Armitage Ave",701,"41.91748000000006","-87.72895199999918","792"
"W Washington Blvd & N Peoria St",559,"41.88304300000072","-87.64993100000021","791"
"Western Ave & Gunnison St",948,"41.969658999999446","-87.689550000001","789"
"Francisco Ave & Montrose Ave",949,"41.96104710000047","-87.70090099999855","786"
"Prairie Ave & 43rd St",1587,"41.816658893020765","-87.6194124619","784"
"Kildare Ave & Montrose Ave",1679,"41.96108000000023","-87.73569000000093","781"
"Central Park Ave & North Ave",431,"41.909656875629445","-87.71663195159813","776"
"Western Ave & 24th St",1820,"41.84847000000058","-87.68510899999866","765"
"Maplewood Ave & Peterson Ave",1649,"41.99023656045163","-87.69336652929827","765"
"Oakley Ave & Touhy Ave",1690,"42.01234200000084","-87.68824299999865","745"
"Public Rack - Washtenaw Ave & Superior St",1409,"41.894738000000004","-87.69520400000061","739"
"MLK Jr Dr & 47th St",1797,"41.809852311246225","-87.61627915216295","729"
"Kostner Ave & Wrightwood Ave",707,"41.9279569999999","-87.7359520000009","728"
"California Ave & Lake St",436,"41.88445395656967","-87.69629813679931","723"
"Calumet Ave & 51st St",393,"41.802294650879794","-87.61805358019919","722"
"Francisco Ave & Bloomingdale Ave",934,"41.91395900000036","-87.69936800000075","721"
"Wood St & 35th St",1612,"41.83010465416009","-87.6702983088995","717"
"2112 W Peterson Ave",1663,"41.99117800000019","-87.68359300000097","715"
"California Ave & 21st St",287,"41.85379579347396","-87.69582286477088","698"
"Kedzie Ave & Lake St",1638,"41.884603285009646","-87.70630374360036","683"
"Whipple/Irving Park",960,"41.954189000000035","-87.70444799999919","652"
"N Clark St & W Elm St",561,"41.9029011121499","-87.63128199688516","642"
"DuSable Museum",1621,"41.79156801057981","-87.60785217740124","633"
"Elston Ave & Henderson St",938,"41.94149900000022","-87.70105099999886","633"
"California Ave & Winona St",946,"41.97471199999959","-87.69785199999941","632"
"Halsted St & 37th St",1789,"41.82705912070188","-87.64572018184694","631"
"Budlong Woods Library",410,"41.98366470885965","-87.69642256110049","606"
"Sacramento Blvd & Franklin Blvd",1641,"41.89046879243816","-87.70260751247406","585"
"Lincolnwood Dr & Central St",1562,"42.06485400000017","-87.71529700000052","585"
"Kedzie Ave & 21st St",441,"41.85353363212958","-87.70507303180044","569"
"Kilbourn Ave & Milwaukee Ave",470,"41.947070894184506","-87.74000823497772","566"
"Dodge Ave & Mulford St",1227,"42.02346300000031","-87.69959499999885","558"
"Milwaukee Ave & Ainslie St",794,"41.96860999999991","-87.76107999999931","556"
"Pulaski Rd & Eddy St",1655,"41.94626399999963","-87.73102300000023","554"
"Conservatory Dr & Lake St",1005,"41.885502000000024","-87.71686600000051","554"
"Weekend Night Parking Area A",1551,"41.94628999999989","-87.65568000000088","554"
"Dodge Ave & Main St",1561,"42.03463185161639","-87.69918769598006","547"
"Albany Ave & Belmont Ave",939,"41.93963799999987","-87.70526300000078","546"
"N Sheffield Ave & W Wellington Ave",567,"41.93622630000021","-87.65376760000058","546"
"Central Park Ave & Ogden Ave",440,"41.8540635038745","-87.71511733531952","541"
"Ping Tom Park (East)",569,"41.85798860000022","-87.63194469999945","528"
"Washtenaw Ave & Ogden Ave",1639,"41.861930492782626","-87.69345045089722","526"
"Richmond St & Lincoln Ave",644,"41.98812364386675","-87.70316842914694","521"
"Archer (Damen) Ave & 37th St",475,"41.826711999999695","-87.68314400000014","517"
"Rockwell St & Cermak Rd",930,"41.85164399999982","-87.6906210000009","513"
"Wrigley Events Parking Area",1550,"41.94719999999993","-87.65394999999991","512"
"Lincoln Ave & Balmoral Ave",945,"41.97946100000012","-87.69301300000004","511"
"Cottage Grove Ave & 67th St",1591,"41.77372095204955","-87.6056348600005","511"
"Keeler Ave & Carmen Ave",660,"41.974322999999906","-87.73309999999985","511"
"Western Blvd & 48th Pl",1128,"41.80565848343521","-87.68339416999721","508"
"Pulaski Rd & 51st St",595,"41.80043400000039","-87.72474959999886","508"
"Springfield Ave & North Ave",702,"41.910155389018705","-87.72383146718249","506"
"Public Rack - Woodlawn Ave & 63rd St N",1500,"41.780621000000146","-87.59603300000083","496"
"Public Rack - Christiana Ave & Belmont Ave",984,"41.93916999999991","-87.7116899999997","488"
"Kenosha Ave & Wellington Ave",607,"41.93445699999969","-87.73379500000009","483"
"Long & Irving Park",909,"41.953037999999744","-87.76216320000042","482"
"Wolcott Ave & Fargo Ave",1007,"42.01697699999966","-87.6777250000007","479"
"Stony Island Ave & 63rd St",1213,"41.780505999999555","-87.5868530000005","453"
"Karlov Ave & Lawrence Ave",658,"41.9679469999998","-87.73040900000038","452"
"Kenneth Ave & Lawrence Ave",657,"41.96794299999975","-87.73998299999963","451"
"St Louis Ave & Foster Ave",661,"41.97600270490284","-87.71598503862784","447"
"Campbell Ave & Irving Park Rd",943,"41.953634","-87.69078200000025","435"
"Fairfield Ave & Pratt Blvd",715,"42.00449056287698","-87.69860412273782","431"
"Kedzie Ave & 48th Pl",624,"41.804922326714326","-87.7041965809627","428"
"Hoyne Ave & 47th St",1629,"41.808226999999974","-87.67717999999942","423"
"Lockwood Ave & Wrightwood Ave",575,"41.92776600000028","-87.75854399999987","420"
"Kilbourn Ave & Belden Ave",605,"41.9223689999999","-87.73902399999969","419"
"Jeffery Blvd & 67th St",1590,"41.77351755124985","-87.57714282549985","411"
"Princeton Ave & 47th St",1572,"41.80931770923975","-87.63344928800042","402"
"Jeffery Blvd & 71st St",1579,"41.76663823694984","-87.5764501140994","401"
"North Boundary Park",717,"42.01303000000005","-87.7089100000005","399"
"California Ave & 23rd Pl",443,"41.84910460379006","-87.69513855708891","393"
"Narragansett Ave & Wrightwood Ave",576,"41.92728999999975","-87.78523000000058","391"
"Kedvale Ave & Peterson Ave",725,"41.990076199999926","-87.73170729999988","389"
"State St & 95th St",485,"41.72184989999961","-87.62285440000025","387"
"Kilbourn Ave & Roscoe St",606,"41.94272199999981","-87.73955700000056","379"
"Eberhart Ave & 61st St",1593,"41.78407107276129","-87.61448353528975","374"
"Public Rack - Hyde Park Blvd & 53rd St",1326,"41.79946799999981","-87.58420599999965","371"
"South Shore Dr & 74th St",1581,"41.76218896037981","-87.5592746500004","371"
"Public Rack - Milwaukee Ave & Diversey Ave",989,"41.931230000000106","-87.71150100000058","369"
"Washtenaw Ave & Peterson Ave",951,"41.99065999999992","-87.69707500000003","363"
"Kilbourn Ave & Diversey Ave",770,"41.93179000000015","-87.73934000000007","358"
"Kostner Ave & Bryn Mawr Ave",719,"41.982765000000164","-87.73809400000019","350"
"Burnham Greenway & 112th St",531,"41.69177385116797","-87.53043115139008","346"
"Damen Ave & Pershing Rd",1048,"41.823191999999864","-87.67659700000053","345"
"Central Park Ave & Ardmore Ave",723,"41.98662238924413","-87.71872044360502","344"
"Fairfield Ave & Roosevelt Rd",1635,"41.86662400000019","-87.69452100000044","333"
"Public Rack - Western Ave & Devon Ave",1480,"41.997579000000194","-87.68971299999983","326"
"Stony Island Ave & 71st St",1600,"41.766492937300285","-87.58646087750013","326"
"Public Rack - Rockwell & Division",40,"41.90281999999983","-87.69239699999977","325"
"Public Rack - Racine Ave & 109th Pl",1430,"41.69483500000012","-87.65304100000034","321"
"MLK Jr Dr & 63rd St",1606,"41.78008063659022","-87.61594285670046","317"
"Millard Ave & 26th St",1640,"41.84453112462147","-87.71592199802399","312"
"Komensky Ave & 31st St",854,"41.83670799999998","-87.72564100000038","312"
"Stony Island Ave & 67th St",1584,"41.773458499479744","-87.58533973910014","311"
"Big Marsh Park",544,"41.685877055623216","-87.57382392883301","306"
"Grace St & Cicero Ave",579,"41.94973000000012","-87.74695000000034","305"
"Exchange Ave & 79th St",1104,"41.752071720250825","-87.55205179288866","304"
"Public Rack - California Ave & Cortez St",996,"41.90010500000006","-87.696817","304"
"MLK Jr Dr & 56th St",1618,"41.79342945658014","-87.61585326190016","299"
"May St & 69th St",1080,"41.76893799999991","-87.65293400000027","296"
"Lavergne Ave & Fullerton Ave",603,"41.92403399999979","-87.75119099999962","296"
"Laramie Ave & Irving Park Rd",687,"41.95333687123261","-87.75836133698634","292"
"Rainbow - Beach",1603,"41.757871448289855","-87.54938625000041","291"
"Indiana Ave & 40th St",282,"41.82167999999973","-87.6215999999997","289"
"Baltimore Ave & 87th St",541,"41.737335600416756","-87.54851460456847","289"
"Cicero Ave & Wrightwood Ave",697,"41.92791082014152","-87.74674704416941","283"
"Long Ave & Belmont Ave",577,"41.93833000000014","-87.7616600000001","280"
"Princeton Ave & Garfield Blvd",1576,"41.79498199999998","-87.63312399999997","279"
"Public Rack - Hamlin Ave & Montrose Ave",977,"41.961215999999844","-87.72241600000025","278"
"Western Ave & Lake St",736,"41.88480999999972","-87.68667999999982","277"
"Central Ave & Chicago Ave",457,"41.894958000000145","-87.76490199999992","277"
"Rockwell St & Archer Ave\t",620,"41.82272000000007","-87.68981999999971","273"
"Austin Blvd & Lake St",450,"41.887943794272225","-87.77427345514297","271"
"California Ave & 26th St",445,"41.843679914576555","-87.69496858119965","269"
"Walden Pkwy & 100th St",488,"41.71216410359792","-87.66773343086243","269"
"Perry Ave & 69th St",1602,"41.76929308995016","-87.62819592910054","268"
"Dan Ryan Woods & 83rd St",672,"41.7428049999999","-87.68017699999963","268"
"Milwaukee Ave & Agatite Ave",791,"41.961499999999944","-87.75489000000013","267"
"Central Park & Augusta Blvd",884,"41.89891079999995","-87.71649009999977","264"
"California Ave & Touhy Ave",718,"42.01203513282448","-87.70038221221397","262"
"Halsted St & 47th Pl",1604,"41.8081339148101","-87.64561655449977","260"
"Shields Ave & 43rd St",1566,"41.816207678559955","-87.63481934969975","257"
"Stony Island Ave & 75th St",1580,"41.75866967040015","-87.58688287100053","256"
"Chicago State University",487,"41.718963421654486","-87.60829567909241","256"
"Kostner Ave & Devon Ave",720,"41.997031999999976","-87.73836999999946","256"
"Public Rack - Kedzie Ave & Argyle St",976,"41.972096999999884","-87.70857199999965","254"
"Public Rack - Spaulding Ave & Evergreen Ave",997,"41.90531700000005","-87.70952100000034","254"
"Public Rack - Haft Ave & Milwaukee Ave",125,"41.99557850000011","-87.78639939999995","249"
"Western Ave & Ardmore Ave",953,"41.98676359999993","-87.68987959999997","248"
"Cicero Ave & Roscoe Ave",689,"41.94242699999996","-87.74731500000026","247"
"Sacramento Blvd & Fulton Ave",920,"41.886527999999906","-87.70167000000001","244"
"State St & 54th St",1199,"41.79664199999999","-87.62592299999972","242"
"Calumet Park",536,"41.713709830356166","-87.53084421157837","238"
"Eggleston Ave & 69th St",1206,"41.768898000000114","-87.63587600000021","237"
"Western Ave & Lake St",921,"41.8846059999998","-87.68585300000012","236"
"Kostner Ave & Adams St",1046,"41.87791699999986","-87.73573700000023","235"
"Cottage Grove Ave & 83rd St",1112,"41.743440999999926","-87.60483600000002","233"
"Commercial Ave & 83rd St",1851,"41.74461499999982","-87.5512080000004","233"
"University Ave & 65th St",798,"41.77693999999989","-87.59841999999983","233"
"Public Rack - Monticello Ave & Belmont Ave",985,"41.939472000000016","-87.71842300000013","232"
"Menard Ave & Lawrence Ave",793,"41.96788000000011","-87.77274000000024","232"
"Harlem Ave & Irving Park Rd",584,"41.95326000000018","-87.80714000000043","229"
"Ashland Ave & Pershing Rd",459,"41.82346500000008","-87.66557699999984","228"
"Shabbona Park",635,"41.94480000000005","-87.79931999999977","227"
"Public Rack - Hamlin Ave & Fullerton Ave",992,"41.92431899999991","-87.72144599999969","227"
"Central Ave & Altgeld St",698,"41.92581071277524","-87.76636000881084","227"
"Western Ave & 111th St",518,"41.691211034981016","-87.68129736185074","225"
"Leclaire Ave & Belmont Ave",693,"41.93904099999982","-87.75419699999988","224"
"Ashland Ave & 50th St",462,"41.80302300000021","-87.66469900000047","223"
"Ashland Ave & McDowell Ave",461,"41.8095691764705","-87.66366458823529","221"
"Midway Orange Line",765,"41.7869199999998","-87.73891999999985","220"
"Kostner Ave & Belmont Ave",694,"41.93919100000011","-87.73711200000007","219"
"Halsted St & 63rd St",1608,"41.77938114227987","-87.64462081450013","215"
"Sacramento Ave & Pratt Blvd",714,"42.004039999999854","-87.70473","214"
"Stony Island Ave & 64th St",1582,"41.77888100000013","-87.58664700000007","214"
"Central Ave & Lake St",449,"41.8876639999999","-87.76546900000017","214"
"Sacramento Ave & Lunt Ave",716,"42.00820000000016","-87.70461000000027","212"
"Meade Ave & Fullerton Ave",727,"41.92462859241689","-87.77824927014188","211"
"Weekend Night Parking Area B",1552,"41.944910000000114","-87.65476999999973","211"
"Linder Ave & Montrose Ave",790,"41.96080999999983","-87.76488000000022","210"
"Washtenaw Ave & Polk St",926,"41.87110279999984","-87.69368300000001","209"
"Kedzie Ave & 57th St",597,"41.78983758081309","-87.70310545320625","207"
"Virginia Ave & Catalpa Ave",944,"41.98124559999997","-87.70489239999972","206"
"Kildare Ave & North Ave",703,"41.909532701941686","-87.73384903106779","206"
"Lamon Ave & Armitage Ave",604,"41.91676000000005","-87.74945800000006","206"
"Public Rack - Hyde Park Blvd & 55th St",1327,"41.79500000000006","-87.58411300000031","205"
"Union Ave & Root St",1592,"41.81910200000014","-87.64327799999967","204"
"Public Rack - Washtenaw Ave & Devon Ave",1479,"41.99776399999991","-87.69722100000018","203"
"Fairfield Ave & 44th St",622,"41.8136169999999","-87.69322720000002","203"
"Austin Blvd & Madison St",456,"41.88028099999992","-87.77445299999992","202"
"Public Rack - Langley Ave & 49th St",3,"41.80521800000019","-87.60907600000027","200"
"Lexington St & California Ave",705,"41.87199380000017","-87.6958107999999","198"
"Artesian Ave & 55th St",596,"41.79402000000009","-87.68577000000003","198"
"Public Rack - Milwaukee Ave & Higgins Ave",104,"41.96859640000002","-87.76120919999995","198"
"Public Rack - Cumberland & Catherine",162,"41.977362999999976","-87.83674799999982","195"
"Narragansett Ave & School St",908,"41.94012800000013","-87.78648059999982","193"
"Hoyne Ave & 34th St",591,"41.83202450000021","-87.67783869999984","192"
"State St & 79th St",1091,"41.750793999999885","-87.6244239999998","188"
"Prospect Sq & 91st St",484,"41.72823380000014","-87.66752389999982","188"
"Lowell Ave & Armitage",386,"41.91707070641694","-87.73531216524098","187"
"Public Rack - Pulaski Rd & 44th St",1388,"41.81289999999992","-87.7224999999999","186"
"Halsted St & 51st St",1573,"41.80183164048982","-87.64521390399977","182"
"Albany Ave & 26th St",444,"41.84450699999987","-87.70165500000026","182"
"Kilpatrick Ave & Parker Ave",874,"41.93073600000004","-87.74408199999978","180"
"Public Rack - Hollywood Park",245,"41.98929000000018","-87.71182000000032","179"
"Kilpatrick Ave & Grand Ave",616,"41.91273199999984","-87.74363599999968","179"
"Marshfield Ave & 44th St",1052,"41.813995999999925","-87.66658900000024","178"
"Loomis Blvd & 84th St",501,"41.74148652861816","-87.65841007232666","177"
"Hamlin Ave & Grand Ave",886,"41.904034999999894","-87.72156299999978","176"
"Lawndale Ave & 30th St",589,"41.83891239999983","-87.71689549999984","174"
